"Pipeline","TestSet","SampleName","AnalyticTruthLabel","PerformanceTotalCount","TotalCountsOverall","PerformancePercent"
"MMARC-assembled","Pediatric","SRR961836","Phenicol",19627.8154761924,417421.999999882,4.70215165376955
"Resfams","Pediatric","SRR961836","Phenicol",2359.89314713066,179850.999999877,1.31213790700762
"Alignment","Pediatric","SRR961837","Glycopeptides",0,979,0
"MMARC","Pediatric","SRR961837","Glycopeptides",0,24075.9999999992,0
"MMARC-assembled","Pediatric","SRR961837","Glycopeptides",63345.3325396879,306113.999999838,20.6933797669239
"Resfams","Pediatric","SRR961837","Glycopeptides",27543.3333333766,84021.0000000435,32.7814871679251
"Alignment","Pediatric","SRR961838","beta-lactams",172721,173184,99.7326542867701
"MMARC","Pediatric","SRR961838","beta-lactams",245838.857142538,255523.999999681,96.20969347022
"MMARC-assembled","Pediatric","SRR961838","beta-lactams",470636.873120519,824923.000011865,57.0522185844921
"Resfams","Pediatric","SRR961838","beta-lactams",9956.99999999969,142088.999999852,7.00757975635699
"Alignment","Pediatric","SRR961839","Tetracyclines",6403,7865,81.4113159567705
"MMARC","Pediatric","SRR961839","Tetracyclines",6805.47619047641,21099.0000000002,32.254970332605
"MMARC-assembled","Pediatric","SRR961839","Tetracyclines",43980.7384920658,496038.9999999,8.86638721795559
"Resfams","Pediatric","SRR961839","Tetracyclines",9048.07170052189,173349.999999811,5.21953948689457
"Alignment","Pediatric","SRR961840","Trimethoprim",10,207,4.83091787439614
"MMARC","Pediatric","SRR961840","Trimethoprim",2410.5,3254,74.0780577750461
"MMARC-assembled","Pediatric","SRR961840","Trimethoprim",32242.3888888926,76232.0000000035,42.295084595565
"Resfams","Pediatric","SRR961840","Trimethoprim",501,9539.99999999966,5.25157232704421
"Alignment","Pediatric","SRR961841","beta-lactams",13382,13723,97.5151206004518
"MMARC","Pediatric","SRR961841","beta-lactams",12890.0833333333,38002,33.9194866936828
"MMARC-assembled","Pediatric","SRR961841","beta-lactams",45781.8817406341,252540.000000256,18.1285664609914
"Resfams","Pediatric","SRR961841","beta-lactams",18440.8000000013,93939.9999999989,19.6304023845024
"Alignment","Pediatric","SRR961842","Phenicol",93836,100700,93.1837140019861
"MMARC","Pediatric","SRR961842","Phenicol",258812.976478815,360045.999999737,71.8833083769862
"MMARC-assembled","Pediatric","SRR961842","Phenicol",295933.258946756,509139.000000035,58.124256626724
"Resfams","Pediatric","SRR961842","Phenicol",29982.2686868687,163765.999999923,18.3079935315528
"Alignment","Pediatric","SRR961843","beta-lactams",2078,2955,70.321489001692
"MMARC","Pediatric","SRR961843","beta-lactams",4377.70833333335,16599,26.3733257023516
"MMARC-assembled","Pediatric","SRR961843","beta-lactams",11078.6017237667,48792.9999999999,22.7053096218038
"Resfams","Pediatric","SRR961843","beta-lactams",1863.19999999997,19296.0000000008,9.65588723051351
"Alignment","Pediatric","SRR961844","Glycopeptides",0,1084,0
"MMARC","Pediatric","SRR961844","Glycopeptides",78784.2380952461,82469.000000008,95.531943027366
"MMARC-assembled","Pediatric","SRR961844","Glycopeptides",835315.458300028,1024549.00000278,81.5300642817242
"Resfams","Pediatric","SRR961844","Glycopeptides",409840.166668441,579317.000001776,70.7454065161534
"Alignment","Pediatric","SRR961845","Aminoglycosides",512144,513494,99.7370952727783
"MMARC","Pediatric","SRR961845","Aminoglycosides",578239.044049224,588424.000001605,98.2691127567276
"MMARC-assembled","Pediatric","SRR961845","Aminoglycosides",250498.608276934,288416.000000015,86.8532287657139
"Resfams","Pediatric","SRR961845","Aminoglycosides",45,20408.0000000003,0.220501764014109
"Alignment","Pediatric","SRR961846","beta-lactams",98112,98112,100
"MMARC","Pediatric","SRR961846","beta-lactams",73256.8333333333,74985,97.695316841146
"MMARC-assembled","Pediatric","SRR961846","beta-lactams",205169.910167777,324091.000000781,63.3062658843603
"Resfams","Pediatric","SRR961846","beta-lactams",45206.0000000095,67404.00000001,67.0672363657985
"Alignment","Pediatric","SRR961847","beta-lactams",197560,197569,99.9954446294712
"MMARC","Pediatric","SRR961847","beta-lactams",120045,121248,99.0078186856691
"MMARC-assembled","Pediatric","SRR961847","beta-lactams",425427.146553157,953151.000001229,44.6337617599529
"Resfams","Pediatric","SRR961847","beta-lactams",99493.0000002935,229276.999999803,43.3942349212433
"Alignment","Pediatric","SRR961848","Tetracyclines",986279,989535,99.6709565604046
"MMARC","Pediatric","SRR961848","Tetracyclines",1257577.55833594,1328464.0000026,94.6640299122501
"MMARC-assembled","Pediatric","SRR961848","Tetracyclines",2270898.21376502,2854906.00002029,79.5437122535341
"Resfams","Pediatric","SRR961848","Tetracyclines",78460.8839160823,420130.000000251,18.6753823616584
"Alignment","Pediatric","SRR961849","Tetracyclines",4927,5558,88.6469953220583
"MMARC","Pediatric","SRR961849","Tetracyclines",7980.21666666668,22558,35.3764370363804
"MMARC-assembled","Pediatric","SRR961849","Tetracyclines",12679.6912698412,68522.9999999994,18.5042850865276
"Resfams","Pediatric","SRR961849","Tetracyclines",2711.77575757576,26908.0000000028,10.0779536107309
"Alignment","Pediatric","SRR961850","Trimethoprim",42878,45250,94.7580110497238
"MMARC","Pediatric","SRR961850","Trimethoprim",305232.892857139,309601.999999996,98.5887987988265
"MMARC-assembled","Pediatric","SRR961850","Trimethoprim",1908300.1738093,2146063.99999977,88.9209349678995
"Resfams","Pediatric","SRR961850","Trimethoprim",260798,462650,56.3704744407219
"Alignment","Pediatric","SRR961851","Trimethoprim",20409,21936,93.0388402625821
"MMARC","Pediatric","SRR961851","Trimethoprim",228153.809523813,238398.000000004,95.7029041870358
"MMARC-assembled","Pediatric","SRR961851","Trimethoprim",1251846.10952497,1527699.00000114,81.9432433695404
"Resfams","Pediatric","SRR961851","Trimethoprim",175798,203485.000000001,86.3935916652329
"Alignment","Pediatric","SRR961852","Phenicol",44,53016,0.0829938131884714
"MMARC","Pediatric","SRR961852","Phenicol",213.25,387721.000000302,0.0550008898150562
"MMARC-assembled","Pediatric","SRR961852","Phenicol",7206.02579364977,210556.999999979,3.42236344251224
"Resfams","Pediatric","SRR961852","Phenicol",7.5,41075.9999999995,0.0182588372772424
"Alignment","Pediatric","SRR961853","Glycopeptides",0,976,0
"MMARC","Pediatric","SRR961853","Glycopeptides",0,2352.99999999999,0
"MMARC-assembled","Pediatric","SRR961853","Glycopeptides",424381.522621457,597922.000002405,70.9760675505752
"Resfams","Pediatric","SRR961853","Glycopeptides",139962.666666296,295588.999999629,47.3504313984862
"Alignment","Pediatric","SRR961854","beta-lactams",1399061,1411757,99.100695091294
"MMARC","Pediatric","SRR961854","beta-lactams",1902915.73886333,1914775.99997445,99.3805927632648
"MMARC-assembled","Pediatric","SRR961854","beta-lactams",2968661.62329794,3146442.99992685,94.3497664940047
"Resfams","Pediatric","SRR961854","beta-lactams",98809.999999962,215966.999999948,45.7523603143007
"Alignment","Pediatric","SRR961855","Tetracyclines",42288,43537,97.1311757815192
"MMARC","Pediatric","SRR961855","Tetracyclines",59956.8940475933,90925.9999999749,65.9403185531199
"MMARC-assembled","Pediatric","SRR961855","Tetracyclines",109252.657539547,276021.999999837,39.5811411915035
"Resfams","Pediatric","SRR961855","Tetracyclines",4600.65328005327,57333.0000000138,8.02444190963697
"Alignment","Pediatric","SRR961856","Trimethoprim",2264,3211,70.5076300218001
"MMARC","Pediatric","SRR961856","Trimethoprim",46201.5333333333,49949,92.4974140289763
"MMARC-assembled","Pediatric","SRR961856","Trimethoprim",181780.416666377,255091.999999715,71.2607281555597
"Resfams","Pediatric","SRR961856","Trimethoprim",2416,3993.99999999998,60.4907361041565
"Alignment","Pediatric","SRR961857","Trimethoprim",916,974,94.0451745379877
"MMARC","Pediatric","SRR961857","Trimethoprim",7355.5,8431,87.2435061084094
"MMARC-assembled","Pediatric","SRR961857","Trimethoprim",42332.7000000137,46334.0000000138,91.3642249751827
"Resfams","Pediatric","SRR961857","Trimethoprim",1021,1475,69.2203389830509
"Alignment","Soil","SRR1238169","beta-lactams",0,0,0
"Alignment","Soil","SRR1238184","beta-lactams",0,0,0
"Alignment","Soil","SRR1238197","beta-lactams",0,0,0
"Alignment","Soil","SRR1238211","beta-lactams",0,0,0
"Alignment","Soil","SRR1238224","beta-lactams",0,0,0
"Alignment","Soil","SRR1238238","beta-lactams",0,0,0
"Alignment","Soil","SRR1238251","beta-lactams",0,0,0
"Resfams","Soil","SRR1238251","beta-lactams",0,0,0
"Alignment","Soil","SRR1238276","beta-lactams",0,0,0
"Alignment","Soil","SRR1238289","beta-lactams",0,0,0
"MMARC","Soil","SRR1238303","beta-lactams",0,0,0
"Alignment","Soil","SRR1238303","beta-lactams",0,0,0
"Alignment","Soil","SRR1238313","beta-lactams",0,0,0
"Alignment","Soil","SRR1238325","beta-lactams",0,0,0
"Alignment","Soil","SRR1238338","beta-lactams",0,0,0
"MMARC","Soil","SRR1238353","beta-lactams",0,0,0
"Alignment","Soil","SRR1238353","beta-lactams",0,0,0
"Alignment","Soil","SRR1238366","beta-lactams",0,0,0
"Alignment","Soil","SRR1238171","beta-lactams",0,0,0
"Alignment","Soil","SRR1238172","beta-lactams",0,0,0
"MMARC","Soil","SRR1238186","beta-lactams",0,0,0
"Alignment","Soil","SRR1238186","beta-lactams",0,0,0
"Alignment","Soil","SRR1238199","beta-lactams",0,0,0
"Alignment","Soil","SRR1238226","beta-lactams",0,0,0
"Alignment","Soil","SRR1238240","beta-lactams",0,0,0
"MMARC","Soil","SRR1238265","beta-lactams",0,0,0
"Alignment","Soil","SRR1238265","beta-lactams",0,0,0
"Alignment","Soil","SRR1238278","beta-lactams",0,0,0
"MMARC","Soil","SRR1238315","beta-lactams",0,0,0
"Alignment","Soil","SRR1238315","beta-lactams",0,0,0
"Alignment","Soil","SRR1238173","beta-lactams",0,0,0
"MMARC","Soil","SRR1238187","beta-lactams",0,0,0
"Alignment","Soil","SRR1238187","beta-lactams",0,0,0
"Alignment","Soil","SRR1238200","beta-lactams",0,0,0
"Alignment","Soil","SRR1238213","beta-lactams",0,0,0
"Alignment","Soil","SRR1238227","beta-lactams",0,0,0
"Alignment","Soil","SRR1238241","beta-lactams",0,0,0
"Alignment","Soil","SRR1238253","beta-lactams",0,0,0
"Alignment","Soil","SRR1238266","beta-lactams",0,0,0
"Alignment","Soil","SRR1238292","beta-lactams",0,0,0
"Alignment","Soil","SRR1238305","beta-lactams",0,0,0
"Alignment","Soil","SRR1238340","beta-lactams",0,0,0
"Alignment","Soil","SRR1238356","beta-lactams",0,0,0
"Alignment","Soil","SRR1238369","beta-lactams",0,0,0
"MMARC","Soil","SRR1238381","beta-lactams",0,0,0
"Alignment","Soil","SRR1238381","beta-lactams",0,0,0
"Resfams","Soil","SRR1238381","beta-lactams",0,0,0
"Alignment","Soil","SRR1238175","beta-lactams",0,0,0
"Alignment","Soil","SRR1238189","beta-lactams",0,0,0
"Alignment","Soil","SRR1238202","beta-lactams",0,0,0
"Alignment","Soil","SRR1238215","beta-lactams",0,0,0
"Alignment","Soil","SRR1238229","beta-lactams",0,0,0
"Alignment","Soil","SRR1238243","beta-lactams",0,0,0
"Alignment","Soil","SRR1238255","beta-lactams",0,0,0
"Alignment","Soil","SRR1238268","beta-lactams",0,0,0
"Alignment","Soil","SRR1238281","beta-lactams",0,0,0
"Alignment","Soil","SRR1238294","beta-lactams",0,0,0
"MMARC","Soil","SRR1238317","beta-lactams",0,0,0
"Alignment","Soil","SRR1238317","beta-lactams",0,0,0
"Resfams","Soil","SRR1238317","beta-lactams",0,0,0
"MMARC","Soil","SRR1238329","beta-lactams",0,0,0
"Alignment","Soil","SRR1238329","beta-lactams",0,0,0
"MMARC","Soil","SRR1238342","beta-lactams",0,0,0
"Alignment","Soil","SRR1238342","beta-lactams",0,0,0
"MMARC","Soil","SRR1238371","beta-lactams",0,0,0
"Alignment","Soil","SRR1238371","beta-lactams",0,0,0
"Alignment","Soil","SRR1238170","Phenicol",0,0,0
"Alignment","Soil","SRR1238185","Phenicol",0,0,0
"Alignment","Soil","SRR1238198","Phenicol",0,0,0
"Alignment","Soil","SRR1238212","Phenicol",0,0,0
"Alignment","Soil","SRR1238225","Phenicol",0,0,0
"Alignment","Soil","SRR1238239","Phenicol",0,0,0
"Alignment","Soil","SRR1238252","Phenicol",0,0,0
"Alignment","Soil","SRR1238264","Phenicol",0,0,0
"Alignment","Soil","SRR1238304","Phenicol",0,0,0
"Alignment","Soil","SRR1238314","Phenicol",0,0,0
"Alignment","Soil","SRR1238339","Phenicol",0,0,0
"MMARC","Soil","SRR1238348","Phenicol",0,0,0
"Alignment","Soil","SRR1238348","Phenicol",0,0,0
"Resfams","Soil","SRR1238348","Phenicol",0,0,0
"Alignment","Soil","SRR1238354","Phenicol",0,0,0
"Alignment","Soil","SRR1238367","Phenicol",0,0,0
"Alignment","Soil","SRR1238380","Phenicol",0,0,0
"MMARC","Soil","SRR1238174","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238174","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238188","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238201","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238201","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238214","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238228","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238242","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238254","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238267","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238293","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238293","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238306","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238306","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238316","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238316","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238328","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238341","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238349","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238349","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238357","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238370","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238370","Glycopeptides",0,0,0
"MMARC","Soil","SRR1238382","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238382","Glycopeptides",0,0,0
"Alignment","Soil","SRR1238176","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238190","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238203","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238216","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238230","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238244","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238256","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238269","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238282","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238295","Aminoglycosides",0,0,0
"MMARC","Soil","SRR1238307","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238307","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238318","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238330","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238343","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238358","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238372","Aminoglycosides",0,0,0
"Alignment","Soil","SRR1238177","beta-lactams",0,0,0
"Alignment","Soil","SRR1238191","beta-lactams",0,0,0
"Alignment","Soil","SRR1238204","beta-lactams",0,0,0
"Alignment","Soil","SRR1238217","beta-lactams",0,0,0
"Alignment","Soil","SRR1238231","beta-lactams",0,0,0
"Alignment","Soil","SRR1238245","beta-lactams",0,0,0
"Alignment","Soil","SRR1238257","beta-lactams",0,0,0
"MMARC","Soil","SRR1238270","beta-lactams",0,0,0
"Alignment","Soil","SRR1238270","beta-lactams",0,0,0
"Alignment","Soil","SRR1238308","beta-lactams",0,0,0
"Alignment","Soil","SRR1238319","beta-lactams",0,0,0
"Alignment","Soil","SRR1238344","beta-lactams",0,0,0
"Alignment","Soil","SRR1238373","beta-lactams",0,0,0
"Alignment","Soil","SRR1238383","beta-lactams",0,0,0
"Alignment","Soil","SRR1238178","beta-lactams",0,0,0
"Alignment","Soil","SRR1238192","beta-lactams",0,0,0
"Alignment","Soil","SRR1238205","beta-lactams",0,0,0
"Alignment","Soil","SRR1238218","beta-lactams",0,0,0
"Alignment","Soil","SRR1238232","beta-lactams",0,0,0
"Alignment","Soil","SRR1238246","beta-lactams",0,0,0
"Alignment","Soil","SRR1238258","beta-lactams",0,0,0
"Alignment","Soil","SRR1238271","beta-lactams",0,0,0
"Alignment","Soil","SRR1238284","beta-lactams",0,0,0
"Alignment","Soil","SRR1238297","beta-lactams",0,0,0
"Alignment","Soil","SRR1238309","beta-lactams",0,0,0
"Alignment","Soil","SRR1238332","beta-lactams",0,0,0
"MMARC","Soil","SRR1238374","beta-lactams",0,0,0
"Alignment","Soil","SRR1238374","beta-lactams",0,0,0
"Alignment","Soil","SRR1238179","beta-lactams",0,0,0
"Alignment","Soil","SRR1238206","beta-lactams",0,0,0
"Alignment","Soil","SRR1238219","beta-lactams",0,0,0
"Alignment","Soil","SRR1238233","beta-lactams",0,0,0
"Alignment","Soil","SRR1238259","beta-lactams",0,0,0
"Alignment","Soil","SRR1238298","beta-lactams",0,0,0
"Alignment","Soil","SRR1238310","beta-lactams",0,0,0
"Alignment","Soil","SRR1238333","beta-lactams",0,0,0
"MMARC","Soil","SRR1238375","beta-lactams",0,0,0
"Alignment","Soil","SRR1238375","beta-lactams",0,0,0
"Alignment","Soil","SRR1238180","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238193","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238207","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238220","Tetracyclines",0,0,0
"MMARC","Soil","SRR1238234","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238234","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238247","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238260","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238272","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238299","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238321","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238345","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238362","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238376","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238384","Tetracyclines",0,0,0
"Resfams","Soil","SRR1238300","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238181","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238194","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238208","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238221","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238235","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238248","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238261","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238273","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238286","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238322","Tetracyclines",0,0,0
"MMARC","Soil","SRR1238335","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238335","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238363","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238377","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238385","Tetracyclines",0,0,0
"Alignment","Soil","SRR1238182","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238195","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238209","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238222","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238236","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238249","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238262","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238274","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238287","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238323","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238351","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238364","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238386","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238183","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238196","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238210","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238223","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238237","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238250","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238263","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238275","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238288","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238302","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238324","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238337","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238347","Trimethoprim",0,0,0
"MMARC","Soil","SRR1238352","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238352","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238365","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238379","Trimethoprim",0,0,0
"Alignment","Soil","SRR1238387","Trimethoprim",0,0,0
